texto,rotulo
"Um lugarzinho muito bacana bem escondido na Galvão. Achei o crepe no formato de cone muito gostoso. O atendimento é sensacional, tem ar condicionado, tem wifi! Enfim, um ótimo achado aqui na Liba!",1
"Pra quem não sabe o que é um crepe japonês, essa é uma boa dica! O crepe vem com fruta e sorvete da sua escolha e chantilly! É bem grande, pra mim vale como um almoço. Tem wifi e ipad para os clientes",1
"Hoje (11/03/2016), descobri que há um crepe cone doce especial de Páscoa. Massa de crepe de chocolate, bolinhas de chocolate, um ovinho de chocolate, Nutella, sorvete de flocos e calda de chocolate",1
Ambiente sempre limpo e agradável. O preço é barato comparado a outros lugares que vendem a mesma coisa. Pra quem vai pela primeira vez peça o Crepe Especial: tem sorvete e frutas. Refrescante!,1
"muitooo bom rs otimo atendimento, eles sao super simpaticos, crepe expresso divino o de nuttela tambem.. e ainda tem o cartaozinho con 10 carimbos troco por um crepe expresso maravilhaaa rs",1
"Combinação de hoje (10/03/16) no almoço: crepe mexicano, crepe cone especial de morango, kiwi, sorvete de creme, Nutella e calda de chocolate e, para beber, um iceberry",1
"O crepe japones com sorvete é bem bacana. A mistura do Chantilly,servido ao longo do crepe, faz com que o sabor fique suave e bem misturado. P/ pessoas desastradas escolher crepe no prato.",1
"Não acho o espaço do café algo memorável, mas o cardápio tem boas opções salgadas e doces! Os pratos salgados podem ser divididos em dois, e rola super bem pra uma refeição rápida e barata.",1
"Que delícia de lugar, de comida e de capricho no preparo!! Crepe de oreo com banana muito bom!! O hachi split sensacional!!",1
Crepes por um preço muito justo! Atendimento bom. Lanches muito bons com diversas combinações. Um pouco pequeno. Tem um mural pra deixar sua marca e cartão fidelidade.,1
"Muito gostoso... No final de semana tem uma filinha, mas vale a pena... Se vc falar que é um para 2... Eles entregam divididinho em 2 pratos. Muito legal.",1
"Tirando as músicas que deixam de fundo, os crepes são ótimos! ♡ tem uma grande variedade entre doces e salgados e um equilíbrio de sabores fantásticos ♡",1
"Crepe salgado é meh, mas o doce é maravilhoso. O Hachi Split (banana, morango, chantilly, nutella e sorvete) é muito, mas muito bom. Lugar é bem bonitinho também.",1
O Iceberry é de longe a melhor bebida. Recomendo o crepe mexicano. Atendimento com muita eficiência. Ponto negativo: música ambiente,1
"Ambiente super aconchegante, agradável, com ótima decoração. O crepe doce é gostoso e bem servido, com valor justo.",1
"O que tem de bom? Tudo! Desde os crepes (doces ou salgados) até os cafés, deliciosos! Preço muito justo, também. Novo local tá lindo!",1
Um dos meus lugares preferidos na Liberdade! Tanto os crepes salgados qto os doces são fantásticos! O hachiberry é delícia!,1
"Crepe bem caprichado, recheio de vários sabores,salgado e doces. O café expresso tirado da máquina é bem equilibrado",1
Por aqui você encontra crepes doces e salgados e também montar do jeito que quiser! Post completo com fotos no blog: http://umdrinkadois.com/2015/02/20/crepres-deliciosos-no-hachi-crepe-e-cafe/,1
"Pouca opção de crepes salgados, os crepes doces é que são as estrelas da casa. Você pode montar do seu jeito, mas o cardápio Harajuku é bacana. Ambiente quente e da pouca ventilação.",-1
Melhor creperia! O crepe de daifuku é muito amor. Ambiente diferente e aconchegante. Você pode deixar recadinhos e bater fotos para eles adicionarem no mural!,1
"O crepe especial é uma delicia, a coxinha tbm e o café expresso um dos melhores e mais barato da região. Ahhh e o ambiente é wifi free.",1
"Ótimos crepes, iguais os que aparecem nos animes! Ótimo preço. O local é pequeno porém vale a pena!",1
"Crepes doces e salgados! Amei o salgado, não curti muito o chantily com café. Massa leve, vale a pena!!",1
Crepe delicioso e atendimento nota 10! O chantilly de café é incrível! Se pudesse iria todo dia!,1
"Um achado em SP, os crepes doces são uma delícia e com preço justo. O café expresso estava um pouco fraco, mas o conjunto compensa!",1
"Conheci o Katsuzen por aqui mesmo,simplesmente maravilhoso,ameeei,o vale cada centavo!O temaki é sensacional,o mellhor que comi ate hoje!E os rodízios são super em conta de 38 a 58,vale muito a pena!",1
"Excelente! Simples, porém maravilhoso. Não vá procurando luxo dos restaurantes de SP. Tudo com preço muito justo (temakis por 8,50) e nenhuma facada pelo refri. Tudo muitíssimo saboroso :)",1
Só digo uma coisa: melhor rodízio a custo benefício de São Paulo e o melhor temaki a preço justo =)  vale cada centavo!!  Não sei se mudou o dono mas o rodízio continua show!,1
"Um dos melhores rodízios da liberdade por que é bom e barato. O temaki agora custa R$6,00 e não mais R$5,00.  O Yakissoba grande da pra 2 pessoas e também é muito bom!",1
"A Zenaide e o João são excelentes atendentes. O Temaki é incrível e custa apenas R$5,00. Os pratos coreanos são muito especiais, principalmente a milanesa de salmão.",1
"Pedimos um rodízio pra dois e saímos super satisfeitos. Preço bom, garçons educados e ambiente modesto. Temaki bem fresquinho. O lugar nao é muito tradicional mas vale o preço!",1
"Tudo aqui é gostoso e num preço muito justo. Os atendentes são todos ótimos ♡ Recomendo o festival, da pra duas pessoas sairem rolando de felicidade rs",1
O preço baixo do rodízio é pq não pode repetir o sashimi e não vem atum. Atendimento excelente com bastante funcionários atenciosos. Cuidado com o excesso de maionese nos sushis e temakis.,1
"Melhor japonês que eu já fui. Preço ótima, comida maravilhosa, salmão sempre fresco, tudo é servido muito rapidamente. Só elogios :)",1
"Comida ruim,não volto mais.Achei fios de cabelo grudado no katsudom,mostrei pro garçom,fiquei esperando outro prato,sem nenhuma satisfação,reclamei,o gerente sequer tinha tomado alguma providência!",-1
"Nada de espetacular, porém, tem temakis bem frescos com preços convidativos, vale a visita principalmente no almoço, quando a região está menos inóspita rs.",1
"Temakis a partir de R$ 8,50. Atendimento e qualidade ok. Ambiente pequeno. Preços justos de outros pratos. Não há estacionamento, mas possui outros na região.",-1
"Esse lugar é simplesmente incrível. É o melhor e mais fresco sushi, sashimi, temaki e hot que já comi. Além de barato e um EXCELLENT atendimento. #todosamazenaide",1
"Festival de sushi (rodízio) por apenas 35 reais. Um ótimo lugar, vale muito a pena. Temaki é maravilhoso!!!!",1
"Barca de sushi, sashimi, 1temaki, 1 porção de shimeji e tempura por 35 reais. Muito saboroso com um preço legal. Indico a qualquer um que goste da culinária japonesa",1
"Já frequento esse japa a 4 anos, simples porém o atendimento é ótimo e a comida é muito boa. Recomendo!",1
"Rodizio a 40 reais super completo com direito a tempura e temaki de hot roll q é bom d+,  recomendo",1
"Muito bom! Temaki a 5 conto,e um rodízio pra matar a vontade!! Atendimento nova mil! Amei!!",1
"Rodizio barato, delicioso, clima agradavel, excelente atendimento, diversos tipos de sushis (peçam o especial Dragon Ball)",1
Rodízio de 40 reais super completo com direito a tempura e temaki de hot roll muito bom! Recomendo,1
Atendimento bem ruim! Garçons mal humorados! Mas a comida é excelente! Peixe sempre fresquinho e um preço muito justo.,1
"Os Sushi são muitos bem feito, maravilhoso. muito recomendado, ainda mais para quem se importa com o corte do Peixes.",1
"Temakis grandes, bem servidos e gostosos por R$8,00 reais... Da pra ir embora rolando gastando bem pouco.",1
Melhor custo beneficio na alimentacao! Otimo atendimento! Comida deliciosa! Vale muito a pena conhecer!,1
"Festival R$ 40,00 e dá pra dividir, Temaki grande a R$ 9,00. É pra sair rolando gastando mto pouco.",1
"É gostoso, mas existe lugares melhores... E não tem salmão grelhado no rodízio =(",-1
"Festival não é bom. Sushi estava frouxo, se soltando. Sashimi congelado. Demora ao atender. Tempurá e guioza crus. Somente o temaki estava bom.",-1
"As carnes empanadas servem muito bem duas pessoas. Não são tão sequinhas, mas são muito boas.",1
"Festival para uma pessoa a R$35,00 mas serve muito bem 2 pessoas. Temakis bons a R$8,00.",1
"Atendimento, comida e preços são muito bom!",1
"A comida está na média dos quilos da região. O diferencial do Terrazza é o ambiente arejado, que não mantém aquele ar viciado de estabelecimentos do gênero. Além do agradável terraço arborizado.",1
"O melhor salgado, desde a época da antiga Duomo,  é a coxinha de catupiry. Para quem adora doce, a super-bomba serve uma família e pode ser comprada metade chocolate e metade creme.",1
Bolos deliciosos!! Em especial o floresta branca. Preço justo. As bombas de chocolate também são divinas. Não tem do que reclamar!,1
"As bombas de chocolate são deliciosas e o pastel de palmito é maravilhoso, com muito recheio saboroso.",1
"Gosto de tudo, torta holandesa, é a melhor, comidinha com tempero ótimo, até mais ...",1
A melhor doceira da cidade (a bomba de chocolate é perfeita). E com preços justíssimos.,1
O suco de melancia é o melhor que tem fora a comida que é boa :-) e pessoal educado :-),1
Comida a kilo de boa qualidade a um bom preço. O melhor é o ambiente externo!,1
"O negócio aqui é a rosca de bomba: chocolate, mista ou crocante, qualquer uma é top!",1
"Suspiro com chocolate! Maravilhoso!"" Cobrei que estava em falta aumentaram o valor...ai não né !?",1
"Bombas de chocolate tamanho ""família"" ! Excelentes e com preço honestíssimo...",1
Comida excelente! Vale conferir!!!,1
"Tudo gostoso, a atendente Néia é muito simpática, sempre bom vir aqui...",1
A melhor bomba de São Paulo! Vale a pena experimentar!!,1
Lugar muito agradável. Atendimento excelente. Tudo com muita qualidade.,1
"este lugar chamava-se duomo. coxinhas boas, sabor de infância",1
"Boa opção de comida ""caseira"" ..... Sem frescura e bom preço ...",1
Os salgados são gostosos... Especialmente o e nroladinho de salsicha...,1
"O croissant eh maravilhoso, seja no kanche, seja no almoco...",1
Os doces gelados e os bolos são divinos!,1
A bomba de chocolate é ótima e o preço honesto.,1
Melhor bomba que tem em São Paulo... Super recomendo...,1
Lugar pequeno e agradável com doces e salgados.,1
"Tudo ótimo, comida, doces, salgados e atendimento.",1
Os doces são ótimos.  A bomba entao hummm.,1
"Bombas de chocolate, tortas e salgados deliciosos!!!",1
Bomba de chocolate crocante genial,1
A torta de frango com palmito é uma delícia,1
Sonhos e bolo floresta negra fantásticos!!,1
O doce mil folhas e maravilhoso...,1
"Bolos muito bem feitos. Doces sabor limão não são uma preferência minha, mas adorei o bolo de limão daqui! A fatia é enorme e custa R$4. Bolo brigadeiro ótimo também. Tudo bem doção.",1
"Tortas e bolos maravilhosos! De brigadeiro é o meu preferido. Sem falar do bolo de cenoura, o mais gostoso que já comi em venda.  Almoço quase todos os dias no DUO e nunca enjoo! Vale a pena.",1
"é onde mais vou, sempre tem um bolo fresquinho, que com  sorvete enriquecem os meus olhos de alegria, hehe. Bolos especiais como Sachertorte e Red Velvet são concorridissimos. Bruno é o cara que faz.",1
"Café escondido no Centro. Pessegueiro bem tirado, acompanhado de gostosa torta de iogurte com damasco. Atendimento agradável do Odair.",1
Bolo de banana caramelada muito bom! Com um café ou chazinho é 100% alegria. A torta marroquina é beeem doce.,1
"Pratos bem servidos. Comida saborosa. Os bolos são deliciosos, e o melhor, preço justo. Recomendo.",1
Difícil decidir qual bolo é o mais gostoso!! Amo todos! As tortas doces...almocinho!! Vale a pena!,1
"Os pratos são deliciosos, mas infelizmente, a demora para servir os pratos é tanta que dá vontade de desistir!",-1
Tudo de bom! Bolos e tortas deliciosos e as comidinhas que são incríveis!!,1
"Precisa de mais funcionarias na hora do almoço, nao sabem administrar a ordem dos pedidos, pelo menos a comida é boa.",0
"As massas daqui são uma delícia, mas a sopa de feijão é uma iguaria. Se tiver, peça!",1
"Café Pessegueiro, bolos diversos, tudo com muito sabor no centro de Sampa.",1
Torta holandesa divina! Bolo de banana tbm vale a pena!,1
A torta de iogurte com Damasco é magnífica.,1
Torta bem casado....huuummm,1
Almoçar e sentir o delicioso cheiro de bolo de chocolate assando. :9,1
Quinta é dia de panqueca! Sensacional!,1
Meu irmão abençoado só prepara delícias e gordices!!! Hummmmm... :9,1
Mandioquinha com mini shimeji e salada de quinua arrasa!,1
"prato do dia: caldo verde de mandioquinha, feijão rosa, arroz integral com um toque de limão, salada de vagem e couve de Bruxelas, pastel de forno recheado de palmito.",1
"Delicia de lugar, de comida, de tudo!",1
E quem disse que vegetariano precisa ser sem graça?,-1
"Achei a comida bem medíocre. Prato com muitas coisas, mas nada com sabor. Não vale o que custa.",-1
Não deixe de perguntar qual é o prato do dia. Sempre tem uma opção muito gostosa que não consta no cardápio.,1
"Propaganda enganosa, está mo restaurant week mas nao tem os pratos na pre semana do master card platinum",-1
Safadeza! Andei muito para chegar eé uma mentira do que está no site!!,-1
"O raviolli de burrata tem um toquinho de limão indescritível! Sem duvida, a melhor pedida! ;)",1
"Ótimo! Comida delicada, com ótima apresentação, bom preço e oferecida por um bom atendimento, além de estar numa casa muito agradável! :)",1
"Provei o o Curry Cerrado. Delicioso, mas o maritão foi de comercial e o bife de caju é qualquer coisa de saborosíssimo. Atendimento simpático e caipirinhas no ponto. Tem até refri sem sódio, vejam só!",1
"Pratos saborosos com opções vegetarianas são servidos num ambiente tranquilo, aconchegante e silencioso na movimentada rua dos Pinheiros.",1
"Comida gostosa, bem servida e criativa. O preço na medida.",1
"Moqueca de caju, pupunha e castanha com arroz negro: o prato que dissipou um pouco do preconceito que eu tinha acerca comida vegetariana. Puro sabor. <3",1
"Comida delícia! Mas evite vir de carro, é difícil achar vaga na rua e o estacionamento em frente custa 15 reais a primeira hora...",0
